movieId,title,genres,tmdbId,director,top_3_cast,overview,poster_path
187,Party Girl (1995),Comedy,36196.0,Daisy von Scherler Mayer,Parker Posey|Anthony DeSando|Guillermo Díaz,,https://image.tmdb.org/t/p/w500/cfGEUftQVjvJHTTc3OKbzfsBamT.jpg
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,11980.0,Gregory Widen,Christopher Walken|Elias Koteas|Virginia Madsen,"Une bataille se joue entre Dieu et Lucifer et, tant que cette guerre dure, les âmes ne peuvent quitter le corps des morts. Ainsi, Gabriel descend sur Terre afin de chercher des combattants tandis que Dieu envoie Simon pour l'arrêter. Il va être aidé par un prêtre devenu policier.",https://image.tmdb.org/t/p/w500/4ZWFhQipzBHJze2llzCzhrSIZsn.jpg
189,Reckless (1995),Comedy|Fantasy,58372.0,Norman René,Mia Farrow|Scott Glenn|Mary-Louise Parker,,https://image.tmdb.org/t/p/w500/edNTtl2UuKcU8vXEaYgu76vISXw.jpg
190,Safe (1995),Thriller,32646.0,Todd Haynes,Julianne Moore|Xander Berkeley|Peter Friedman,"Carol White, une femme au foyer aisée et passive, partage son temps entre les séances d'aérobic, la cuisine et les achats pour sa maison. Son univers douillet bascule lorsqu'elle développe une allergie à ce qui l'entoure. En proie a la dépression, elle finit dans un inquiétant centre de traitement new-age.",https://image.tmdb.org/t/p/w500/tpWqk0ZfqABK49XAMMwD1OUwLZW.jpg
191,"Scarlet Letter, The (1995)",Drama|Romance,10533.0,Roland Joffé,Demi Moore|Gary Oldman|Robert Duvall,"En 1666, une jeune anglaise arrive dans le très puritain Massachusetts. Attendant son mari, elle tombe amoureuse d'un jeune pasteur. Quand ils apprennent que son mari a probablement été tué par les indiens, ils décident de vivre leur amour. Un enfant naît de leur union, mais la jeune femme est humiliée publiquement, et son mari réapparait subitement.",https://image.tmdb.org/t/p/w500/b7kyho3r8rrT86IokxA144B4uWY.jpg
193,Showgirls (1995),Drama,10802.0,Paul Verhoeven,Elizabeth Berkley|Kyle MacLachlan|Gina Gershon,"Nomi, surgie de nulle part, arrive à Vegas pour réaliser son rêve : devenir danseuse. Modestement, elle débute dans une boite de strip‐tease. Elle est dotée d’un réel talent et ne souffre d’aucune pudeur. Elle se retrouve rapidement plongée au cœur des grands shows. Parviendra-t-elle à garder son âme ?",https://image.tmdb.org/t/p/w500/9UaiKRCynS0v6a6F3OZdisg9QzZ.jpg
194,Smoke (1995),Comedy|Drama,10149.0,Wayne Wang,Harvey Keitel|William Hurt|Stockard Channing,"Les destins d'un écrivain désespéré, d'un adolescent noir fabulateur et de l'ex-femme d'Auggie, photographe amateur et patron du café de Brooklyn où ils se croisent, vont se mêler, s'entremêler et basculer.",https://image.tmdb.org/t/p/w500/v4Pp5ZDDO3JW0bK60gNjuD4duPj.jpg
195,Something to Talk About (1995),Comedy|Drama|Romance,18402.0,Lasse Hallström,Julia Roberts|Dennis Quaid|Robert Duvall,"L'existence de Grace bascule lorsqu'elle apprend que son mari Eddie la trompe. Seule, elle va tenter de remonter la pente...",https://image.tmdb.org/t/p/w500/bUkQw9IUwbntpNqo6eUXhMzy6PA.jpg
196,Species (1995),Horror|Sci-Fi,9348.0,Roger Donaldson,Natasha Henstridge|Ben Kingsley|Michael Madsen,"Après avoir lancé un message à travers l'espace sur l'existence de notre espèce, une équipe scientifique reçoit la réponse vingt ans plus tard sous la forme d'un échantillon d'ADN extraterrestre. Sous la direction du docteur Xavier Fitch, les Américains tentent en secret une expérience de fécondation.",https://image.tmdb.org/t/p/w500/j7FvAOinJzeVE7dAi2S7Hv3S41G.jpg
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,281.0,Kathryn Bigelow,Ralph Fiennes|Angela Bassett|Juliette Lewis,"Los Angeles 1999. Lenny Nero, flic déchu, mi-dandy, mi-gangster, s'est reconverti dans le trafic de vidéos très perfectionnées qui permettent de revivre n'importe quelle situation par procuration. Un jour, il découvre une vidéo révélant l'identité des meurtriers d'un leader noir.",https://image.tmdb.org/t/p/w500/tI9ikzf6VOhgArBnF2lPcOUOB9Y.jpg
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,5967.0,Jacques Demy,Catherine Deneuve|Nino Castelnuovo|Anne Vernon,"Cherbourg, au mois de novembre 1957. Geneviève et sa mère tiennent un magasin de parapluies. La jeune fille est amoureuse de Guy, un jeune garagiste, au grand dam de sa maman qui préfèrerait la voir épouser Roland Cassard, un riche diamantaire. Appelé sous les drapeaux, Guy s'apprête à partir pour l'Algérie. La veille de son départ, Geneviève se donne à lui et lui jure de l'attendre. Mais les mois passent et les lettres du jeune soldat se font de plus en plus rares. Enceinte, désœuvrée, pressée par sa mère, Geneviève consent finalement, la mort dans l'âme, à épouser Roland. Dix-huit mois après son départ, Guy revient à Cherbourg, blessé à la jambe…",https://image.tmdb.org/t/p/w500/waO5vjvdtqIB7grBQg7NEGGTiuy.jpg
201,Three Wishes (1995),Drama|Fantasy,47939.0,Martha Coolidge,Patrick Swayze|Mary Elizabeth Mastrantonio|Joseph Mazzello,"Jeanne Holman renverse accidentellement un vagabond, Jack McCloud, qui se casse la jambe. Se sentant responsable, Jeanne invite Jack et son chien à rester chez elle jusqu'à ce qu'il guerisse...",https://image.tmdb.org/t/p/w500/j0YlA9SdK7PMmtlvdfxw8zXvYdd.jpg
202,Total Eclipse (1995),Drama|Romance,36834.0,Agnieszka Holland,Leonardo DiCaprio|David Thewlis|Romane Bohringer,"Septembre 1871. Arthur Rimbaud, jeune poète surdoué de 17 ans, quitte ses Ardennes natales pour Paris. Sur le quai de la gare de l'Est l'attend Paul Verlaine, l'une des figures de proue du Parnasse contemporain, un nouveau mouvement littéraire. Verlaine emmène Rimbaud chez lui, c'est-à-dire chez ses beaux-parents, les très respectables Mauté de Fleurville. Verlaine présente le jeune prodige de Charleville à ses amis du «Cercle des vilains bonhommes». Bientôt, la passion flambe entre les deux poètes. Verlaine change. Il multiplie les excentricités, sombre dans l'alcool et délaisse son travail de bureau...",https://image.tmdb.org/t/p/w500/xsOk0NkUFZDZoeeQdX9QAXJAq6w.jpg
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,9090.0,Beeban Kidron,Patrick Swayze|Wesley Snipes|John Leguizamo,"Noxeema Jackson, Vida Boheme et Chi Chi Rodriguez, trois drag queens, se préparent à participer au concours de beauté à Hollywood. Elles ont rassemblé leurs maigres économies et acheté une vieille Cadillac décapotable. Mais voilà qu'au beau milieu du Midwest leur voiture tombe en panne et les trois amies sont projetées au cœur de l'Amérique profonde...",https://image.tmdb.org/t/p/w500/sfjgXmwuAOK9uWDsH8UaxGy3UnB.jpg
204,Under Siege 2: Dark Territory (1995),Action,3512.0,Geoff Murphy,Steven Seagal|Eric Bogosian|Katherine Heigl,"Le Grand Continental et ses passagers sont les otages d’un ingénieur surdoué et dangereux, Travis Dane. Son but : obtenir du gouvernement une rançon d’un milliard de dollars. Sinon, grâce à un satellite placé sous son contrôle, il rayera Washington de la carte ! Son plan est parfait à un détail près: l’un des passagers du train est un ancien marine, ex-cuisinier à bord de L’USS Missouri: Casey Ryback.",https://image.tmdb.org/t/p/w500/A2rNaXRUfcW6913zetNqbnSkBkW.jpg
205,Unstrung Heroes (1995),Comedy|Drama,52856.0,Diane Keaton,Andie MacDowell|John Turturro|Michael Richards,"1962. Malgré les précautions prises par son père Sid, le jeune Steven apprend que sa mère Selma n'a plus que quelques mois à vivre. Il se refugie dans la maison magique de ses deux excentriques oncles, Danny et Arthur. Quand il revient au sein de sa famille, c'est pour accumuler photos, reliques et films de sa mère tant aimée.",https://image.tmdb.org/t/p/w500/twnqc80AL55WYnCVz4nMGEGcL7.jpg
206,Unzipped (1995),Documentary,77350.0,Douglas Keeve,Isaac Mizrahi|Sandra Bernhard|Naomi Campbell,"Le réalisateur Douglas Keeve capture le glamour et le chaos de la haute couture dans ce documentaire époustouflant qui suit le créateur Isaac Mizrahi alors qu'il assemble sa collection de défilés de 1994 pour les défilés d'automne de New York. Mettant en vedette les mannequins emblématiques Cindy Crawford, Naomi Campbell, Linda Evangelista et bien d'autres, ne manquez pas ce regard hilarant et révélateur sur le monde de la mode !",https://image.tmdb.org/t/p/w500/dnIzv4rXr9FXkqW880E3rStYQA7.jpg
207,"Walk in the Clouds, A (1995)",Drama|Romance,9560.0,Alfonso Arau,Keanu Reeves|Aitana Sánchez-Gijón|Anthony Quinn,"A la fin de la Seconde Guerre mondiale, un jeune GI juste démobilisé et encore traumatisé parcourt les routes américaines comme représentant en chocolat. Dans un bus, il rencontre Victoria qui revient dans sa famille. Elle est enceinte et a peur d'affronter un père dominateur. Elle demande à Paul de l'accompagner et de jouer le rôle du mari, le temps d'une journée.",https://image.tmdb.org/t/p/w500/1yF0JiqPT1euJJ0aE1Ps36oLLLY.jpg
208,Waterworld (1995),Action|Adventure|Sci-Fi,9804.0,Kevin Reynolds,Kevin Costner|Dennis Hopper|Jeanne Tripplehorn,"À la suite d'une catastrophe écologique, la Terre est recouverte par les océans. Les rares survivants vivent sur des atolls artificiels, rêvant d'une contrée mythique, Dryland, recouverte de vastes forêts et de profondes vallées.",https://image.tmdb.org/t/p/w500/kx6ovgUw6xJFsScfNZvQIU6p52T.jpg
209,White Man's Burden (1995),Drama,31611.0,Desmond Nakano,John Travolta|Harry Belafonte|Kelly Lynch,"Ouvrier dans une usine de Los Angeles, Louis Pinnock accepte un jour de faire des heures supplémentaires pour porter un pli à son patron, Thaddeus Thomas, qui habite une somptueuse villa sur les hauteurs de la ville. Mais alors qu'il fait le tour de la villa à la recherche d'âme qui vive, il surprend bien malgré lui la femme de son patron en train de se déshabiller près d'une fenêtre du premier étage. Thomas, témoin de l'incident, le fait aussitôt licencier. Désormais dans l'incapacité de payer leur loyer, Louis et sa femme, Marsha, sont bientôt expulsés du modeste pavillon où ils vivaient chichement avec leur fils, Donnie.",https://image.tmdb.org/t/p/w500/5MPatVYJXPYEGrd9RQiwldBBQvJ.jpg
210,Wild Bill (1995),Western,65796.0,Walter Hill,Jeff Bridges|Ellen Barkin|John Hurt,"Bill Hickok est une des légendes vivantes de l'Ouest américain. Un cowboy adulé par tous mais qui sent le poids des années lui peser quand il s'aperçoit que sa vue baisse. Toutefois, Bill n'est pas décidé à prendre sa retraite mais à mener le même train de vie jusqu'à son dernier souffle. Il entame alors un voyage au cours duquel il croise le chemin de Calamity Jane son ancienne compagne.",https://image.tmdb.org/t/p/w500/hTkJ3sNc3O2qMwyyRx5lf7z82UI.jpg
211,"Browning Version, The (1994)",Drama,49805.0,Mike Figgis,Albert Finney|Greta Scacchi|Matthew Modine,"Toute sa vie, Andrew Crocker-Harris a enseigné les lettres classiques dans un très chic établissement anglais, l'Abbey College. Dur et intransigeant, il n'est aimé ni des étudiants, ni de ses collègues. Mis à la retraite forcée par le recteur Frobisher, sous prétexte d'ennuis de santé, Crocker-Harris tente une dernière fois d'établir le contact avec ses élèves, dont il ignore qu'ils l'ont surnommé «le Hitler de la cinquième». Son échec est patent, hormis auprès d'un jeune étudiant, fin et sensible, Taplow. Pendant ce temps, Laura, sa femme, se désole. Quitter Abbey College signifie pour elle renoncer à son amant, Frank Hunter, le beau professeur de sciences... -- Critique : Les heurs et malheurs d'un professeur de grec détesté de ses élèves, qui le surnomment « le Hitler de la classe de 5e ». Adaptation de La Version de Browning, de Terence Rattigan, variante appliquée et balourde du Cercle des poètes disparus.",https://image.tmdb.org/t/p/w500/8My9Wnzu1zasVVzGdDj5y2dItuM.jpg
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,26258.0,Greg Beeman,Daniel Stern|Jon Polito|Brad Sullivan,"Un coursier inepte se rend compte qu'il a été utilisé par des criminels pour livrer de l'argent. En fuite des criminels et de la police, il se fait passer pour un chef scout et emmène un groupe de scouts en randonnée dans les montagnes.",https://image.tmdb.org/t/p/w500/j3H0POtvl0Tt4Meesvp7HX6JxAv.jpg
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,50797.0,Nikita Mikhalkov,Олег Меньшиков|Nikita Mikhalkov|Ingeborga Dapkūnaitė,"À travers l'histoire de Dimitri et de Maroussia, hommage aux victimes et à tous ceux qui ont été brûlés par le soleil trompeur de la Révolution russe.  Une journée d’août 1936 qui voit la vie de Serguei Kotov, héros de la Révolution russe, basculer à jamais.",https://image.tmdb.org/t/p/w500/4Vv7ZjFGocE1wK9HErc3BpTjm4S.jpg
214,Before the Rain (Pred dozhdot) (1994),Drama|War,19155.0,Milcho Manchevski,Katrin Cartlidge|Rade Šerbedžija|Grégoire Colin,Trois histoires s'entrecroisent sur fond de conflit ethnico-religieux entre Macédoniens orthodoxes et Albanais musulmans.,https://image.tmdb.org/t/p/w500/rNqqQkOk44ZBmdRcZexUrtD7exR.jpg
215,Before Sunrise (1995),Drama|Romance,76.0,Richard Linklater,Ethan Hawke|Julie Delpy|Andrea Eckert,"Céline est une étudiante française qui est allée rendre visite à sa grand-mère à Budapest. Jesse est un jeune américain en voyage à travers l'Europe. Tous deux se rencontrent dans un train, entre Budapest et Vienne. Arrivés à Vienne, Jesse doit descendre. Il parvient à convaincre Céline de passer une nuit avec lui dans la capitale autrichienne. Au cours de cette nuit, ils apprendront à se connaître. Le lendemain, ils devront se séparer.",https://image.tmdb.org/t/p/w500/vLY17UVvhwXpEjnTqTYqlmuO2py.jpg
216,Billy Madison (1995),Comedy,11017.0,Tamra Davis,Adam Sandler|Bradley Whitford|Josh Mostel,"Afin d'hétiter de l'empire hôtellier de son père, un homme immature et fainéant doit retourner à l'école.",https://image.tmdb.org/t/p/w500/sOdgtJdFalL9kRKaeJItARLTAEq.jpg
217,"Babysitter, The (1995)",Drama|Thriller,37141.0,Guy Ferland,Alicia Silverstone|Jeremy London|J.T. Walsh,"Une jeune et séduisante baby-sitter devient, le temps d’une soirée, l’objet de convoitise de son petit ami, d’un autre garçon, et même du père de famille.",https://image.tmdb.org/t/p/w500/wOv6HKiKTcDiyZRXPOsjm2JhVZV.jpg
218,Boys on the Side (1995),Comedy|Drama,9382.0,Herbert Ross,Whoopi Goldberg|Mary-Louise Parker|Drew Barrymore,"Trois femmes que rien ne semble reunir vont se rencontrer, se soutenir mutuellement et finiront par former une vraie famille. Insatisfaite de sa carrière a New York, Robin décide d'aller s'installer a San Diego. Pour minimiser les frais de son voyage, elle part avec Jane, une jeune femme cynique tout juste licenciée du club ou elle chantait. Chemin faisant, l'extravagant duo s'arrête a Pittsburgh pour saluer Holly, une copine de Jane quelque peu excentrique.",https://image.tmdb.org/t/p/w500/j6nQeYbgD4lRL63ybGyDUreUnoq.jpg
219,"Cure, The (1995)",Drama,6715.0,Peter Horton,Joseph Mazzello|Brad Renfro|Annabella Sciorra,"Dexter 11 ans, est séropositif. Il devient ami avec Erik, son voisin, qui le protège des moqueries des autres enfants. Un jour, les deux enfants entendent parler d’un médecin à la Nouvelle Orléans qui aurait trouvé un antidote contre sida. Ils décident de s’enfuir à la recherche du remède miracle.",https://image.tmdb.org/t/p/w500/vcSfab0S2gTm9302TfejcM2gzrg.jpg
220,Castle Freak (1995),Horror,18256.0,Stuart Gordon,Jeffrey Combs|Barbara Crampton|Jonathan Fuller,"Peu de temps après avoir causé un accident qui a tué son fils, John Reilly apprend qu'il est l'héritier d'un château situé en Italie. Il décide donc de se rendre sur place visiter les lieux avec sa femme et sa fille, aveugle depuis l'accident. La fameuse demeure appartenait à une duchesse qui gardait secrètement un de ses fils dans le sous-sol. À chaque jour, elle torturait le pauvre garçon qui a aujourd'hui une apparence monstrueuse. Lors de sa mort, la duchesse a non seulement laissé derrière elle son château, mais aussi son fils!! Après une nuit passée dans le château, le monstre s'échappe et s'en prend à la famille Reilly!",https://image.tmdb.org/t/p/w500/adM1Rrnqh1D3SCQDsVFAAyGrMcd.jpg
222,Circle of Friends (1995),Drama|Romance,22625.0,Pat O'Connor,Chris O'Donnell|Minnie Driver|Geraldine O'Rawe,"Trois filles irlandaises, Bennie, Eve et Nan vont à l'université de Dublin. Bennie trouve très vite son homme idéal dans la personne de Jack, mais les évènements vont se mettre en travers de leur bonheur...",https://image.tmdb.org/t/p/w500/bnSBsGCIfGGiN68MSBIoviaoh9a.jpg
223,Clerks (1994),Comedy,2292.0,Kevin Smith,Brian O'Halloran|Jeff Anderson|Marilyn Ghigliotti,"Dante est caissier dans une épicerie du New Jersey. Randal est employé dans le vidéo-club voisin. Les deux amis débattent régulièrement des sujets les plus divers. Et parfois, la routine laisse place à des journées pour le moins étonnantes...",https://image.tmdb.org/t/p/w500/f7EiByEzpPGXVlGQWRe8Kf3KRpb.jpg
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,1909.0,Jeremy Leven,Johnny Depp|Marlon Brando|Faye Dunaway,"Jack Mikler, psychiatre réputé, est appelé d'urgence pour tenter de sauver un jeune homme qui menace de se jeter du haut d'un immeuble et qui prétend être Don Juan DeMarco, le plus grand séducteur de tous les temps. Le médecin réussit a dissuader le jeune suicidaire et le fait admettre dans sa clinique.",https://image.tmdb.org/t/p/w500/l8lW4HgGVRyo5jEzlfWOuM6Ngxg.jpg
225,Disclosure (1994),Drama|Thriller,8984.0,Barry Levinson,Michael Douglas|Demi Moore|Donald Sutherland,"Tout réussi à Tom Sanders: il mène une vie familiale heureuse et poursuit une brillante carrière. Jusqu'au jour où Meredith Johnson, une ravissante ex-petite amie, devient son supérieur hiérarchique. Celle-ci s'acharne à séduire Tom qui résiste. Mais, en refusant ses avances, Tom met soudain en péril sa situation et sa famille. Accusé de harcèlement par Meredith, sa vie devient un cauchemar. C'est le début d'une lutte sans pitié, à la fois juridique et tactique, dont seulement l'un des deux sortira gagnant...",https://image.tmdb.org/t/p/w500/ehBKgyIIdw3HTT1nwVe9uy4NiRJ.jpg
227,Drop Zone (1994),Action|Thriller,4954.0,John Badham,Wesley Snipes|Gary Busey|Yancy Butler,"Lors du transfert en avion d'un malfaiteur en col blanc, les policiers qui l'accompagnent sont attaques en plein vol. L'un d'entre eux est tue et le malfaiteur enleve. Pete Nessip, le commissaire survivant, acquiert bientot la conviction qu'il a affaire a un groupe de voltigeurs d'elite, specialistes du saut en chute libre.",https://image.tmdb.org/t/p/w500/ifpf4TrdHln9SLlF0IuEhR2RqKT.jpg
228,Destiny Turns on the Radio (1995),Comedy,62488.0,Jack Baran,Dylan McDermott|Nancy Travis|Quentin Tarantino,"Johnny Destiny brûle à Las Vegas dans son chaud Plymouth RoadRunner, ne s'arrêtant que pour ramasser un étranger échoué dans le désert. Mais alors, les choses ne sont pas toujours ce qu'elles semblent être. Tout peut arriver dans cette ville aux multiples possibilités... surtout qu'il y a eu d'étranges perturbations électriques. Alors que l'étranger, fraîchement sorti de prison, tente de refaire sa vie - pour récupérer son argent d'un ancien vol de banque et la fille qu'il a perdue en faisant le travail - quelque chose continue d'interférer avec ses plans. Est-ce le destin... ou juste le destin ?",https://image.tmdb.org/t/p/w500/kd04IvuW1wvgGoB2HxSuFVIU9rU.jpg
229,Death and the Maiden (1994),Drama|Thriller,10531.0,Roman Polanski,Sigourney Weaver|Ben Kingsley|Stuart Wilson,"Dans un État d'Amérique du Sud. Paulina Escobar assiste à un concert de Schubert. L'orchestre interprète «La jeune fille et la mort», un morceau qu'elle déteste. De retour chez elle, Paulina attend le retour de son mari Gerardo, un juriste. Elle apprend par la radio qu'il a accepté de parrainer la commission d'enquête chargée de faire le point sur les exactions du régime militaire qui, voici peu, gouvernait le pays. Bientôt, Gerardo arrive, accompagné d'un voisin qui l'a dépanné. L'intrusion de ce dernier, a priori anodine, perturbe pourtant gravement Paulina. Non sans raison : elle croit en effet reconnaître le médecin qui jadis la tortura...",https://image.tmdb.org/t/p/w500/hWkM1JAHVphKpdPvLxtMFxAix1r.jpg
230,Dolores Claiborne (1995),Drama|Thriller,11929.0,Taylor Hackford,Kathy Bates|Jennifer Jason Leigh|Judy Parfitt,"Lors d'une enquête sur une vieille affaire, Selena, journaliste new-yorkaise, découvre que sa mère fut suspectée du meurtre d'une riche veuve, Vera Donovan...",https://image.tmdb.org/t/p/w500/cwSRllqd0UNHd5WnwdqbApnA2Ue.jpg
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,8467.0,Peter Farrelly,Jim Carrey|Jeff Daniels|Lauren Holly,"Après un malentendu à l'aéroport, deux amis, Lloyd et Harry, spécialistes de l'élevage de lombrics, partent à la recherche de Mary qui semble y avoir oublié sa valise. Mais, ils se retrouvent au centre d'un complot.",https://image.tmdb.org/t/p/w500/cLHVGuK1iXeJzNKtHUibfnNeUIH.jpg
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,10451.0,Ang Lee,郎雄|Yang Kuei-Mei|吳倩蓮,"Comment M. Chu, le plus grand cuisinier de Taipei, utilise son art pour communiquer avec les autres et plus particulièrement ses trois filles.",https://image.tmdb.org/t/p/w500/19TKYULsqRhowpjtAqF2xUG1QuP.jpg
233,Exotica (1994),Drama,20156.0,Atom Egoyan,Bruce Greenwood|Mia Kirshner|Don McKellar,"Christina est effeuilleuse à l'Exotica, un club de striptease dirigé par Zoé, une femme à poigne. Elle entretient une étrange relation avec un des habitués, Francis, contrôleur des impôts le jour, tandis qu'Eric, animateur dans le club, est secrètement amoureux d'elle.",https://image.tmdb.org/t/p/w500/qVjPvEI1SccfijKpcUp43LSuGbp.jpg
234,Exit to Eden (1994),Comedy,18395.0,Garry Marshall,Dana Delany|Paul Mercurio|Rosie O'Donnell,"Elliot Slater, un jeune photographe, a pris par hasard la photo d'un trafiquant de diamants dont personne ne connait le visage. Il part peu après en vacances sur l'île du Club Eden, paradis sexuel où les touristes sont conviés à assouvir tous leurs fantasmes... Pour récupérer cette photo compromettante, le truand accompagné de sa superbe et cruelle complice Nina embarque lui aussi sur cette île. Enfin, pourchassant le photographe et les escrocs, deux détectives de Los Angeles s'infiltrent incognito au Club Eden et découvrent un monde qu'ils n'avaient même pas imaginé dans leurs rêves les plus fous...",https://image.tmdb.org/t/p/w500/dUtpplO9K03uYCA71Vqj9ZRkVyA.jpg
235,Ed Wood (1994),Comedy|Drama,522.0,Tim Burton,Johnny Depp|Martin Landau|Sarah Jessica Parker,"Évocation de la vie d'Ed Wood, réalisateur considéré de son vivant comme le plus mauvais de tous les temps. Aujourd'hui, il est adulé et vénéré par des milliers d'amateurs de bizarrerie et de fantastique à travers le monde.",https://image.tmdb.org/t/p/w500/lgSnLaDu48WskDAobYH1vntKETk.jpg
236,French Kiss (1995),Action|Comedy|Romance,397.0,Lawrence Kasdan,Meg Ryan|Kevin Kline|Timothy Hutton,"Kate a dans l'idée que son fiancé, en voyage à Paris, la trompe avec une autre. Terrorisée par l'avion, elle prend son courage à deux mains et s'envole pour la France, ignorant que son voisin, Luc Teyssier, sorte d'aventurier bavard et vantard, a mis en sa possession et à son insu un collier volé. À la recherche de son futur époux, Kate s'apercevra que sa rencontre avec Luc va bouleverser sa vie ...",https://image.tmdb.org/t/p/w500/2HuXvYDcGKOe6Mi6Pukd31GxWxr.jpg
237,Forget Paris (1995),Comedy|Romance,10525.0,Billy Crystal,Billy Crystal|Debra Winger|Joe Mantegna,"Mickey Gordon est un arbitre de basket-ball qui se déplace en France pour enterrer son père. Ellen Andrews est un Américain vivant à Paris qui travaille pour la compagnie aérienne, il vole sur. Ils se rencontrent et tombent amoureux, mais leur relation passe par de nombreux correctifs difficiles. L'histoire est racontée en flash-back par leurs amis dans un restaurant en attendant qu'ils arrivent.",https://image.tmdb.org/t/p/w500/c2RwGHqWwvh7nmRKpdIyYUWMEvP.jpg
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,27985.0,Phillip Borsos,Mimi Rogers|Jesse Bradford|Bruce Davison,"L'adolescent Angus adopte un chien errant et le nomme Yellow. Quelques jours plus tard, alors qu'ils voyageaient le long de la côte de la Colombie-Britannique avec le père d'Angus, John, le garçon et le chien se retrouvent bloqués lorsque les eaux turbulentes font chavirer leur bateau. Les parents d'Angus harcèlent sans relâche les équipes de sauvetage. Angus, formé par son père aux techniques de survie en milieu sauvage et aidé par l'intelligent Chien Jaune, essaie d'attirer des sauveteurs.",https://image.tmdb.org/t/p/w500/bHtNHOiSmfX1KlJwc9Jvc8sYcjB.jpg
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,15789.0,Kevin Lima,Bill Farmer|Jason Marsden|Rob Paulsen,"Dingo décide qu’il est temps de resserrer les liens avec son fils Max. En route pour des vacances en famille inoubliables, le duo ira de mésaventure en mésaventure. Max comprendra-t-il qu’il n’y a rien de mal à ressembler à son père même s’il est un peu gauche ? La question ne se posera peut-être plus après leur concert de rock spectaculaire.",https://image.tmdb.org/t/p/w500/ysGKOdmeebCjboLJdIlbOvNG6ua.jpg
240,Hideaway (1995),Thriller,27303.0,Brett Leonard,Jeff Goldblum|Christine Lahti|Alicia Silverstone,"Apres un accident d'automobile, Hatch Harrison, tombe dans un coma depasse, est ranime au bout de deux heures grace aux soins d'une equipe chirurgicale hors pair. Seulement il ne revient pas seul de l'au-dela et la menace de ce double plane sur sa propre fille.",https://image.tmdb.org/t/p/w500/lhiPpPbd6rd8sdhIgudKy0QiYIk.jpg
241,Fluke (1995),Children|Drama,21183.0,Carlo Carlei,Matthew Modine|Nancy Travis|Eric Stoltz,"Au matin de sa naissance, le jeune chiot Fluke ouvre les yeux sur un monde merveilleux, amusant et excitant. Jouant et chahutant avec ses frères et sœurs ou pelotonné contre sa mère pour une sieste, Fluke est le plus heureux des jeunes chiots. Mais des rêves étranges commencent à le troubler et des images d’un monde très différent lui reviennent en mémoire, jusqu’à ce qu’il réalise qu’il vivait autrefois une vie très différente, sous forme humaine ! Convaincu de sa précédente identité, Fluke part pour un extraordinaire voyage qui le ramènera vers sa famille humaine… et lui apprendra bien plus de choses qu’il n’aurait pu en découvrir dans la peau d’un homme.",https://image.tmdb.org/t/p/w500/xlyFYa2v0wvJyHkPAe0aOqjRbw9.jpg
242,Farinelli: il castrato (1994),Drama|Musical,10954.0,Gérard Corbiau,Stefano Dionisi|Enrico Lo Verso|Elsa Zylberstein,"Farinelli est un être tourmenté à la beauté androgyne. Castré en bas age par son frère le compositeur Ricardo Broschi, il devient un chanteur extraordinaire, admiré pour la clarté de son timbre, l’agilité de ses ornements et la maîtrise de son souffle. Adulé aussi bien par le public que par des personnalités politiques, intellectuelles et artistiques . Il devient une légende de son temps. Mais les rivalités et les jalousies se font jour. Quant un jour Farinelli tombe amoureux d'Alexandra, la vérité doit éclater.",https://image.tmdb.org/t/p/w500/hr3TfuK4zSOQtYn4MX6o9UTmiYz.jpg
243,Gordy (1995),Children|Comedy|Fantasy,47867.0,Mark Lewis,Doug Stone|Kristy Young|James Donadio,,https://image.tmdb.org/t/p/w500/4sLmghaiAIYXh320qCvZWY4avVT.jpg
246,Hoop Dreams (1994),Documentary,14275.0,Steve James,William Gates|Arthur Agee|Gene Pingatore,"Le documentaire s'attache à décrire le parcours de deux jeunes aspirant basketteurs, depuis leurs premiers matchs jusqu'à leur recrutement au sein des collèges...",https://image.tmdb.org/t/p/w500/gLzHl2XBtVwycl8DxdOXRHPm8G3.jpg
247,Heavenly Creatures (1994),Crime|Drama,1024.0,Peter Jackson,Melanie Lynskey|Kate Winslet|Sarah Peirse,"Christchurch (Nouvelle-Zélande), en 1952. Au collège, Pauline fait la connaissance de Juliet, une Anglaise dont le père vient d'être nommé recteur de l'université de Canterbury. Rapidement, une amitié naît entre les deux adolescentes. Unies par une imagination débordante, et partageant un même goût pour la littérature, elles s'inventent un monde enchanteur. Leur relation exclusive ne tarde pas à inquiéter leurs parents respectifs, qui décident de les séparer...",https://image.tmdb.org/t/p/w500/7zazDDWwd6unDa8FSdH0Zk3rPJf.jpg
